id,value,name,isParent
797,330700,金华市本级,False
799,330702,婺城区,False
801,330721,金东区,False
803,330723,武义县,False
805,330726,浦江县,False
807,330727,磐安县,False
809,330781,兰溪市,False
811,330782,义乌市,False
813,330783,东阳市,False
815,330784,永康市,False
769,330500,湖州市本级,False
771,330502,吴兴区,False
773,330503,南浔区,False
7986,330504,湖州经济开发区,False
775,330521,德清县,False
777,330522,长兴县,False
779,330523,安吉县,False
752,330400,嘉兴市本级,False
754,330402,南湖区,False
756,330411,秀洲区,False
758,330421,嘉善县,False
760,330424,海盐县,False
762,330481,海宁市,False
764,330482,平湖市,False
766,330483,桐乡市,False
702,330200,宁波市本级,False
704,330203,海曙区,False
706,330204,江东区,False
708,330205,江北区,False
710,330206,北仑区,False
712,330211,镇海区,False
714,330212,鄞州区,False
716,330225,象山县,False
718,330226,宁海县,False
720,330281,余姚市,False
722,330282,慈溪市,False
724,330283,奉化市,False
833,330900,舟山市本级,False
835,330902,定海区,False
837,330903,普陀区,False
839,330921,岱山县,False
841,330922,嵊泗县,False
727,330300,温州市本级,False
729,330302,鹿城区,False
731,330303,龙湾区,False
733,330304,瓯海区,False
735,330322,洞头县,False
737,330324,永嘉县,False
739,330326,平阳县,False
741,330327,苍南县,False
743,330328,文成县,False
745,330329,泰顺县,False
747,330381,瑞安市,False
749,330382,乐清市,False
673,330100,杭州市本级,False
675,330102,上城区,False
677,330103,下城区,False
679,330104,江干区,False
681,330105,拱墅区,False
683,330106,西湖区,False
685,330108,滨江区,False
689,330110,余杭区,False
691,330122,桐庐县,False
693,330127,淳安县,False
687,330181,萧山区,False
695,330182,建德市,False
697,330183,富阳市,False
699,330185,临安市,False
1285,350700,南平市本级,False
1287,350702,延平区,False
1289,350721,顺昌县,False
1291,350722,浦城县,False
1293,350723,光泽县,False
1295,350724,松溪县,False
1297,350725,政和县,False
1299,350781,邵武市,False
1301,350782,武夷山市,False
1303,350783,建瓯市,False
1305,350784,建阳市,False
1308,350800,龙岩市本级,False
1310,350802,新罗区,False
1312,350821,长汀县,False
1314,350822,永定县,False
1316,350823,上杭县,False
1318,350824,武平县,False
1320,350825,连城县,False
1322,350881,漳平市,False
1233,350500,泉州市本级,False
1235,350502,鲤城区,False
1237,350503,丰泽区,False
1239,350504,洛江区,False
1241,350505,泉港区,False
1243,350521,惠安县,False
1245,350524,安溪县,False
1247,350525,永春县,False
1249,350526,德化县,False
1251,350527,金门县,False
1253,350581,石狮市,False
1255,350582,晋江市,False
1257,350583,南安市,False
1178,350200,厦门市本级,False
1180,350203,思明区,False
1182,350205,海沧区,False
1184,350206,湖里区,False
1186,350211,集美区,False
1188,350212,同安区,False
1190,350213,翔安区,False
1325,350900,宁德市本级,False
1327,350902,蕉城区,False
1329,350921,霞浦县,False
1331,350922,古田县,False
1333,350923,屏南县,False
1335,350924,寿宁县,False
1337,350925,周宁县,False
1339,350926,柘荣县,False
1341,350981,福安市,False
1343,350982,福鼎市,False
1260,350600,漳州市本级,False
1262,350602,芗城区,False
1264,350603,龙文区,False
1266,350622,云霄县,False
1268,350623,漳浦县,False
1270,350624,诏安县,False
1272,350625,长泰县,False
1274,350626,东山县,False
1276,350627,南靖县,False
1278,350628,平和县,False
1280,350629,华安县,False
1282,350681,龙海市,False
1193,350300,莆田市本级,False
1195,350302,城厢区,False
1197,350303,涵江区,False
1199,350304,荔城区,False
1201,350305,秀屿区,False
1203,350322,仙游县,False
1206,350400,三明市本级,False
1208,350402,梅列区,False
1210,350403,三元区,False
1212,350421,明溪县,False
1214,350423,清流县,False
1216,350424,宁化县,False
1218,350425,大田县,False
1220,350426,尤溪县,False
1222,350427,沙县,False
1224,350428,将乐县,False
1226,350429,泰宁县,False
1228,350430,建宁县,False
1230,350481,永安市,False
1066,341300,宿州市本级,False
1068,341302,埇桥区,False
1070,341321,砀山县,False
1072,341322,萧县,False
1074,341323,灵璧县,False
1076,341324,泗县,False
1028,341100,滁州市本级,False
1030,341102,琅琊区,False
1032,341103,南谯区,False
1034,341122,来安县,False
1036,341124,全椒县,False
1038,341125,定远县,False
1040,341126,凤阳县,False
1042,341181,天长市,False
1044,341182,明光市,False
1109,341600,亳州市本级,False
1111,341602,谯城区,False
1113,341621,涡阳县,False
1115,341622,蒙城县,False
1117,341623,利辛县,False
1149,350100,福州市本级,False
1151,350102,鼓楼区,False
1153,350103,台江区,False
1155,350104,仓山区,False
1157,350105,马尾区,False
1159,350111,晋安区,False
1161,350121,闽侯县,False
1163,350122,连江县,False
1165,350123,罗源县,False
1167,350124,闽清县,False
1169,350125,永泰县,False
1171,350128,平潭县,False
1092,341500,六安市本级,False
1094,341502,金安区,False
1096,341503,裕安区,False
1098,341521,寿县,False
1100,341522,霍邱县,False
1102,341523,舒城县,False
1104,341524,金寨县,False
1106,341525,霍山县,False
1011,341000,黄山市本级,False
1013,341002,屯溪区,False
1015,341003,黄山区,False
1017,341004,徽州区,False
1019,341021,歙县,False
1021,341022,休宁县,False
1023,341023,黟县,False
1025,341024,祁门县,False
1047,341200,阜阳市本级,False
1049,341202,颍州区,False
1051,341203,颍东区,False
1053,341204,颍泉区,False
1055,341221,临泉县,False
1057,341222,太和县,False
1059,341225,阜南县,False
1061,341226,颍上县,False
1063,341282,界首市,False
1079,341400,巢湖市本级,False
1081,341402,居巢区,False
1083,341421,庐江县,False
1085,341422,无为县,False
1087,341423,含山县,False
1089,341424,和县,False
1173,350181,福清市,False
1175,350182,长乐市,False
986,340800,安庆市本级,False
988,340802,迎江区,False
990,340803,大观区,False
992,340811,宜秀区,False
994,340822,怀宁县,False
996,340823,枞阳县,False
998,340824,潜山县,False
1000,340825,太湖县,False
1002,340826,宿松县,False
1004,340827,望江县,False
1006,340828,岳西县,False
1008,340881,桐城市,False
964,340600,淮北市本级,False
966,340602,杜集区,False
968,340603,相山区,False
970,340604,烈山区,False
972,340621,濉溪县,False
953,340500,马鞍山市本级,False
955,340502,金家庄区,False
957,340503,花山区,False
959,340504,雨山区,False
961,340521,当涂县,False
938,340400,淮南市本级,False
940,340402,大通区,False
942,340403,田家庵区,False
944,340404,谢家集区,False
946,340405,八公山区,False
948,340406,潘集区,False
950,340421,凤台县,False
975,340700,铜陵市本级,False
977,340702,铜官山区,False
979,340703,狮子山区,False
981,340711,郊区,False
983,340721,铜陵县,False
3372,460100,海口市本级,False
3374,460105,秀英区,False
3376,460106,龙华区,False
3378,460107,琼山区,False
3380,460108,美兰区,False
1435,360700,赣州市本级,False
1437,360702,章贡区,False
1439,360721,赣县,False
1441,360722,信丰县,False
1443,360723,大余县,False
1445,360724,上犹县,False
1447,360725,崇义县,False
1449,360726,安远县,False
1451,360727,龙南县,False
1453,360728,定南县,False
1455,360729,全南县,False
1457,360730,宁都县,False
1459,360731,于都县,False
1461,360732,兴国县,False
1463,360733,会昌县,False
904,340200,芜湖市本级,False
906,340202,镜湖区,False
908,340203,弋江区,False
910,340207,鸠江区,False
912,340208,三山区,False
914,340221,芜湖县,False
916,340222,繁昌县,False
918,340223,南陵县,False
887,340100,合肥市本级,False
889,340102,瑶海区,False
891,340103,庐阳区,False
893,340104,蜀山区,False
895,340111,包河区,False
897,340121,长丰县,False
899,340122,肥东县,False
901,340123,肥西县,False
921,340300,蚌埠市本级,False
923,340302,龙子湖区,False
925,340303,蚌山区,False
927,340304,禹会区,False
929,340311,淮上区,False
931,340321,怀远县,False
933,340322,五河县,False
935,340323,固镇县,False
1426,360600,鹰潭市本级,False
1428,360602,月湖区,False
1430,360622,余江县,False
1432,360681,贵溪市,False
1465,360734,寻乌县,False
1467,360735,石城县,False
1469,360781,瑞金市,False
1471,360782,南康市,False
3383,460200,三亚市本级,False
1474,360800,吉安市本级,False
1476,360802,吉州区,False
1478,360803,青原区,False
1480,360821,吉安县,False
1482,360822,吉水县,False
1484,360823,峡江县,False
1486,360824,新干县,False
1488,360825,永丰县,False
1490,360826,泰和县,False
1492,360827,遂川县,False
1494,360828,万安县,False
1496,360829,安福县,False
1498,360830,永新县,False
1500,360881,井冈山市,False
1419,360500,新余市本级,False
1421,360502,渝水区,False
1423,360521,分宜县,False
1392,360400,九江市本级,False
1394,360402,庐山区,False
1396,360403,浔阳区,False
1398,360421,九江县,False
1400,360423,武宁县,False
1402,360424,修水县,False
1404,360425,永修县,False
1406,360426,德安县,False
1408,360427,星子县,False
1410,360428,都昌县,False
1412,360429,湖口县,False
1379,360300,萍乡市本级,False
1381,360302,安源区,False
1383,360313,湘东区,False
1385,360321,莲花县,False
1387,360322,上栗县,False
1389,360323,芦溪县,False
1368,360200,景德镇市本级,False
1370,360202,昌江区,False
1372,360203,珠山区,False
1374,360222,浮梁县,False
1376,360281,乐平市,False
1347,360100,南昌市本级,False
1349,360102,东湖区,False
1351,360103,西湖区,False
1353,360104,青云谱区,False
1355,360105,湾里区,False
1357,360111,青山湖区,False
1359,360121,南昌县,False
1361,360122,新建县,False
1363,360123,安义县,False
1365,360124,进贤县,False
1414,360430,彭泽县,False
1416,360481,瑞昌市,False
7982,360482,共青城市,False
1783,371100,日照市本级,False
1785,371102,东港区,False
1787,371103,岚山区,False
1789,371121,五莲县,False
1791,371122,莒县,False
1772,371000,威海市本级,False
1774,371002,环翠区,False
1776,371081,文登市,False
1778,371082,荣成市,False
1780,371083,乳山市,False
1794,371200,莱芜市本级,False
1796,371202,莱城区,False
1798,371203,钢城区,False
1676,370600,烟台市本级,False
1678,370602,芝罘区,False
1680,370611,福山区,False
1682,370612,牟平区,False
1684,370613,莱山区,False
1686,370634,长岛县,False
1688,370681,龙口市,False
1690,370682,莱阳市,False
1692,370683,莱州市,False
1694,370684,蓬莱市,False
1696,370685,招远市,False
1698,370686,栖霞市,False
1700,370687,海阳市,False
1757,370900,泰安市本级,False
1759,370902,泰山区,False
1761,370911,岱岳区,False
1763,370921,宁阳县,False
1765,370923,东平县,False
1767,370982,新泰市,False
1769,370983,肥城市,False
